chromosome,start,end,gene,depth,log2,weight,log2c_auto,cell_line,gene_symbol,target_bin_width,gene_overlap_bp,normal_n,normal_min_depth,normal_median_depth,normal_max_depth
chr17,31235907,31236031,chr17:29562926-29563049,62.1774,-0.929767,0.867523,-1.0288812322300598,OV2085,NF1,124,124,5,158.121,251.202,355.718
chr17,31248929,31249171,chr17:29575948-29576189,53.2562,-0.167948,0.898965,-0.2670622322300596,OV2085,NF1,242,242,5,69.876,146.128,156.554
chr17,31249916,31250018,chr17:29576935-29577036,67.2941,-0.0630662,0.735716,-0.1621804322300596,OV2085,NF1,102,102,5,79.4314,148.49,199.961
chr17,31252906,31253028,chr17:29579925-29580046,42.3852,0.0272516,0.785359,-0.0718626322300596,OV2085,NF1,122,122,5,43.0082,89.6803,135.623
chr17,31258300,31258542,chr17:29585319-29585560,121.55,0.097369,0.866449,-0.0017452322300596,OV2085,NF1,242,242,5,167.636,286.988,356.826
chr17,31259018,31259140,chr17:29586037-29586158,63.9098,-0.0826969,0.934419,-0.1818111322300596,OV2085,NF1,122,122,5,83.7377,165.795,207.164
chr17,31260319,31260561,chr17:29587338-29587579,90.7851,-0.433853,0.844862,-0.5329672322300597,OV2085,NF1,242,242,5,148.616,299.942,372.831
chr17,31261661,31261903,chr17:29588680-29588921,95.8182,-0.149907,0.871044,-0.2490212322300597,OV2085,NF1,242,242,5,190.021,242.31,322.103
chr17,31265218,31265349,chr17:29592237-29592367,186.336,0.413332,0.810358,0.3142177677699402,OV2085,NF1,131,131,5,179.947,313.992,528.069
chr17,31294947,31295235,chr17:29621966-29623407,71.5694,-0.449455,0.833643,-0.5485692322300597,OV2085,NF1,288,288,5,129.615,188.194,243.392
chr17,31295235,31295523,chr17:29621966-29623407,68.6875,-0.994382,0.813229,-1.0934962322300597,OV2085,NF1,288,288,5,204.576,299.396,312.427
chr17,31295523,31295812,chr17:29621966-29623407,87.3391,-0.980746,0.955806,-1.0798602322300597,OV2085,NF1,289,289,5,224.332,432.692,515.498
chr17,31295812,31296100,chr17:29621966-29623407,50.5069,-0.312582,0.866296,-0.4116962322300597,OV2085,NF1,288,288,5,62.1806,133.323,154.149
chr17,31296100,31296389,chr17:29621966-29623407,52.654,-0.387032,0.951041,-0.4861462322300597,OV2085,NF1,289,289,5,91.045,173.263,183.927
chr17,31304213,31304501,chr17:29631232-29632673,66.5903,-0.301221,0.929266,-0.4003352322300597,OV2085,NF1,288,288,5,124.743,171.812,194.816
chr17,31304501,31304789,chr17:29631232-29632673,62.2639,-0.629853,0.90228,-0.7289672322300597,OV2085,NF1,288,288,5,146.944,220.306,280.847
chr17,31304789,31305078,chr17:29631232-29632673,83.0934,-0.13838,0.92672,-0.2374942322300597,OV2085,NF1,289,289,5,126.592,216.028,279.522
chr17,31305078,31305366,chr17:29631232-29632673,143.312,-0.20706,0.612702,-0.3061742322300597,OV2085,NF1,288,288,5,224.062,324.983,508.771
chr17,31305366,31305655,chr17:29631232-29632673,104.28,-0.347818,0.855734,-0.4469322322300597,OV2085,NF1,289,289,5,206.965,314.654,324.356
chr17,31318240,31318520,chr17:29645259-29646100,64.6321,-0.117181,0.95549,-0.2162952322300597,OV2085,NF1,280,280,5,83.3071,119.311,151.975
chr17,31318520,31318801,chr17:29645259-29646100,93.4982,0.133581,0.921077,0.0344667677699403,OV2085,NF1,281,281,5,94.4021,234.52,262.37
chr17,31318801,31319082,chr17:29645259-29646100,85.1957,-0.267919,0.848975,-0.3670332322300597,OV2085,NF1,281,281,5,121.068,290.886,333.235
chr17,31320350,31320489,chr17:29647369-29647507,31.2302,-0.2408,0.82427,-0.3399142322300597,OV2085,NF1,139,139,5,53.1295,80.1007,110.432
chr17,31325793,31326034,chr17:29652812-29653293,46.7344,-0.106397,0.761953,-0.2055112322300596,OV2085,NF1,241,241,5,83.8755,97.6722,137.51
chr17,31326034,31326275,chr17:29652812-29653293,35.8797,-0.25826,0.77185,-0.3573742322300597,OV2085,NF1,241,241,5,18.3402,47.3402,97.1701
chr17,31327486,31327849,chr17:29654505-29654867,54.0083,-0.0910169,0.921777,-0.1901311322300596,OV2085,NF1,363,363,5,40.7769,52.4545,79.0
chr17,31330274,31330516,chr17:29657293-29657534,57.657,0.118637,0.947671,0.0195227677699403,OV2085,NF1,242,242,5,72.3182,126.86,143.132
chr17,31334812,31335054,chr17:29661831-29662072,56.9628,-0.47738,0.900725,-0.5764942322300597,OV2085,NF1,242,242,5,120.045,160.628,245.355
chr17,31336288,31336522,chr17:29663307-29663540,70.594,-0.086023,0.927876,-0.1851372322300596,OV2085,NF1,234,234,5,91.5385,153.705,202.175
chr17,31336624,31336954,chr17:29663643-29663972,65.5758,-0.403886,0.930921,-0.5030002322300597,OV2085,NF1,330,330,5,117.079,192.615,205.494
chr17,31337352,31337594,chr17:29664371-29664612,99.4256,0.382733,0.925518,0.2836187677699403,OV2085,NF1,242,242,5,76.8058,137.194,159.921
chr17,31337787,31337909,chr17:29664806-29664927,70.7295,0.219761,0.898793,0.1206467677699403,OV2085,NF1,122,122,5,68.1885,133.566,157.484
chr17,31337981,31338201,chr17:29665000-29665219,97.9318,-0.19949,0.941436,-0.2986042322300597,OV2085,NF1,220,220,5,200.923,238.691,283.541
chr17,31338692,31338815,chr17:29665711-29665833,73.6992,0.515061,0.764662,0.4159467677699403,OV2085,NF1,123,123,5,39.4553,110.561,149.423
chr17,31340452,31340694,chr17:29667471-29667712,59.6777,-0.16037,0.793929,-0.2594842322300597,OV2085,NF1,242,242,5,68.2066,138.066,176.57
chr17,31342919,31343191,chr17:29669938-29670209,39.375,-0.102643,0.794387,-0.2017572322300597,OV2085,NF1,272,272,5,34.7463,92.0294,122.827
chr17,31344217,31344319,chr17:29671236-29671337,103.314,-0.618288,0.316842,-0.7174022322300596,OV2085,NF1,102,102,5,163.598,211.529,303.745
chr17,31345836,31345957,chr17:29672855-29672975,295.802,0.852506,0.347522,0.7533917677699403,OV2085,NF1,121,121,5,122.488,304.322,624.719
chr17,31346070,31346252,chr17:29673089-29673270,257.808,0.147088,0.930067,0.0479737677699403,OV2085,NF1,182,182,5,190.132,335.022,501.044
chr17,31348932,31349033,chr17:29675951-29676051,52.3069,-0.376516,0.857163,-0.4756302322300597,OV2085,NF1,101,101,5,56.0099,129.96,181.079
chr17,31349109,31349305,chr17:29676128-29676323,57.9235,-0.210291,0.911024,-0.3094052322300596,OV2085,NF1,196,196,5,70.1735,148.02,190.842
chr17,31350128,31350370,chr17:29677147-29677388,90.9917,0.174987,0.941347,0.0758727677699403,OV2085,NF1,242,242,5,104.938,190.202,224.236
chr17,31352213,31352436,chr17:29679232-29679454,46.6368,0.835148,0.84181,0.7360337677699403,OV2085,NF1,223,223,5,20.3857,37.2601,50.991
chr17,31356398,31356640,chr17:29683417-29683658,78.0579,0.138974,0.928822,0.0398597677699402,OV2085,NF1,242,242,5,96.3967,158.793,270.541
chr17,31356902,31357144,chr17:29683921-29684162,59.0041,-0.368685,0.914229,-0.4677992322300597,OV2085,NF1,242,242,5,113.103,144.719,159.682
chr17,31357256,31357379,chr17:29684275-29684397,77.374,-0.456487,0.849426,-0.5556012322300596,OV2085,NF1,123,123,5,132.48,267.049,285.52
chr17,31358428,31358670,chr17:29685447-29685688,66.9669,-0.580717,0.899488,-0.6798312322300597,OV2085,NF1,242,242,5,140.702,213.752,269.293
chr17,31358899,31359051,chr17:29685918-29686069,59.6974,0.186176,0.811985,0.0870617677699403,OV2085,NF1,152,152,5,64.6711,96.4211,104.263
chr17,31360472,31360714,chr17:29687491-29687732,71.4669,-0.607956,0.826942,-0.7070702322300597,OV2085,NF1,242,242,5,142.748,181.244,222.855
chr17,31367189,31367311,chr17:29694208-29694329,54.082,0.0853972,0.805942,-0.0137170322300596,OV2085,NF1,122,122,5,88.0,92.1885,124.221
chr17,31373961,31374218,chr17:29700980-29701493,86.284,0.413142,0.948009,0.3140277677699403,OV2085,NF1,257,257,5,47.0272,60.5019,118.914
chr17,31374218,31374475,chr17:29700980-29701493,64.751,0.25852,0.874826,0.1594057677699403,OV2085,NF1,257,257,5,89.6148,96.1245,128.712
chr17,31374646,31374748,chr17:29701665-29701766,142.637,-0.135909,0.285491,-0.2350232322300597,OV2085,NF1,102,102,5,195.686,239.382,280.794
chr17,31375020,31375122,chr17:29702039-29702140,262.716,1.7178,0.624282,1.6186857677699402,OV2085,NF1,102,102,5,109.245,241.353,291.127
chr17,31375302,31375404,chr17:29702321-29702422,112.049,0.44552,0.732366,0.3464057677699403,OV2085,NF1,102,102,5,68.3137,210.657,356.618
chr17,31375541,31375643,chr17:29702560-29702661,126.971,0.372605,0.915521,0.2734907677699403,OV2085,NF1,102,102,5,99.049,202.637,259.98
chr17,31377078,31377179,chr17:29704097-29704197,36.4752,-0.251771,0.736299,-0.3508852322300597,OV2085,NF1,101,101,5,43.6634,91.4455,132.485
chr17,31377370,31377566,chr17:29704389-29704584,62.75,0.240582,0.901053,0.1414677677699403,OV2085,NF1,196,196,5,62.1633,104.48,138.383
chr17,31377605,31377707,chr17:29704624-29704725,77.0196,0.178602,0.897029,0.0794877677699403,OV2085,NF1,102,102,5,85.9412,151.176,164.716
chr17,31381785,31381975,chr17:29708804-29708993,35.8895,0.0178322,0.743414,-0.0812820322300597,OV2085,NF1,190,190,5,41.6632,54.7579,98.8579
chr9,21967451,21967752,chr9:21967150-21967751,38.5116,-0.218742,0.877446,-0.3178562322300596,OV2085,CDKN2A,301,301,5,48.7076,97.0997,118.535
chr9,21968143,21968295,chr9:21968143-21968294,64.7368,0.331922,0.926819,0.2328077677699403,OV2085,CDKN2A,152,152,5,4.55921,9.89474,59.4868
chr9,21968696,21968798,chr9:21968696-21968797,21.9804,1.31325,0.216627,1.2141357677699405,OV2085,CDKN2A,102,102,5,5.51961,9.5098,27.8922
chr9,21974439,21974739,chr9:21974439-21975039,33.73,-1.95653,0.26608,-2.0556442322300597,OV2085,CDKN2A,300,300,5,1.22667,2.89333,22.39
chr19,29817087,29817329,chr19:30307995-30308236,78.5702,0.270007,0.898116,0.2008357569307565,OV2295,CCNE1,242,242,5,10.9711,25.4339,80.4008
chr19,29817351,29817593,chr19:30308259-30308500,99.3719,0.335,0.895144,0.2658287569307565,OV2295,CCNE1,242,242,5,76.9504,137.343,152.207
chr19,29820622,29820894,chr19:30311530-30311801,96.7574,0.057811,0.875467,-0.0113602430692434,OV2295,CCNE1,272,272,5,91.9485,139.25,169.717
chr19,29821707,29821829,chr19:30312615-30312736,58.877,-0.531604,0.887514,-0.6007752430692435,OV2295,CCNE1,122,122,5,109.623,140.541,154.148
chr19,29821940,29822182,chr19:30312848-30313089,54.562,-0.272764,0.93526,-0.3419352430692435,OV2295,CCNE1,242,242,5,44.6488,77.3058,114.091
chr19,29822229,29822361,chr19:30313137-30313268,146.0,-0.197786,0.579788,-0.2669572430692435,OV2295,CCNE1,132,132,5,176.174,269.045,421.75
chr19,29822402,29822644,chr19:30313310-30313551,103.649,0.00934719,0.768233,-0.0598240530692434,OV2295,CCNE1,242,242,5,25.8802,61.7975,164.149
chr11,69643789,69644031,chr11:69458558-69458799,69.562,1.24976,0.721432,1.1805887569307565,OV2295,CCND1,242,242,5,0.0,0.834711,2.02479
chr11,69647945,69648187,chr11:69462714-69462955,29.8471,-0.0756079,0.873536,-0.1447791430692435,OV2295,CCND1,242,242,5,0.702479,1.2562,4.41736
chr11,69652140,69652348,chr11:69466909-69467116,84.6971,1.17902,0.503111,1.1098487569307565,OV2295,CCND1,208,208,5,33.5433,56.1875,77.1394
chr17,39708275,39708547,chr17:37864529-37864800,35.614,-0.270933,0.695773,-0.3401042430692435,OV2295,ERBB2,272,272,5,0.0,0.606618,6.60294
chr17,39709232,39709504,chr17:37865486-37865757,31.7831,-0.642769,0.690153,-0.7119402430692435,OV2295,ERBB2,272,272,5,2.16544,5.38971,36.9375
chr17,39709784,39709906,chr17:37866038-37866159,4.65574,-3.08992,0.128505,-3.159091243069244,OV2295,ERBB2,122,122,5,0.0,0.622951,8.81967
chr17,39711835,39712058,chr17:37868089-37868757,29.4395,-0.896547,0.674838,-0.9657182430692436,OV2295,ERBB2,223,223,5,4.38565,5.25561,60.0852
chr17,39712281,39712504,chr17:37868089-37868757,23.3094,-0.969931,0.801203,-1.0391022430692436,OV2295,ERBB2,223,223,5,0.0,3.49327,27.5874
chr17,39715230,39715382,chr17:37871484-37871635,20.3289,-1.19176,0.354623,-1.2609312430692434,OV2295,ERBB2,152,152,5,0.0,1.40789,7.72368
chr17,39717247,39717519,chr17:37873501-37873772,26.3382,0.0875263,0.629796,0.0183550569307565,OV2295,ERBB2,272,272,5,0.286765,0.996324,3.875
chr17,39719718,39719870,chr17:37875972-37876123,29.0921,-1.46592,0.248159,-1.5350912430692434,OV2295,ERBB2,152,152,5,3.30263,5.05263,77.0461
chr17,39723868,39724020,chr17:37880122-37880273,41.2566,0.115589,0.497148,0.0464177569307565,OV2295,ERBB2,152,152,5,6.07237,18.8158,85.5987
chr17,39724696,39724938,chr17:37880950-37881191,15.1364,-1.83128,0.0908397,-1.9004512430692435,OV2295,ERBB2,242,242,5,2.05785,5.22314,15.0289
chr17,39725004,39725246,chr17:37881258-37881499,27.9339,-0.0989564,0.715809,-0.1681276430692435,OV2295,ERBB2,242,242,5,1.1281,2.57438,7.86777
chr17,39727238,39727600,chr17:37883492-37883853,22.9862,-0.94961,0.798441,-1.0187812430692436,OV2295,ERBB2,362,362,5,0.0,0.544199,0.709945
chr19,40232303,40232404,chr19:40738211-40738311,127.495,1.42923,0.833348,1.3600587569307565,OV2295,AKT2,101,101,5,9.20792,12.2079,65.7129
chr19,40234870,40235157,chr19:40740778-40741064,53.9721,0.436279,0.572039,0.3671077569307565,OV2295,AKT2,287,287,5,0.379791,1.87456,4.31707
chr19,40236198,40236440,chr19:40742106-40742347,50.3099,0.391798,0.753984,0.3226267569307565,OV2295,AKT2,242,242,5,1.59504,2.15702,11.5785
chr19,40255146,40255279,chr19:40761054-40761186,23.406,0.16042,0.111779,0.0912487569307565,OV2295,AKT2,133,133,5,0.661654,1.21805,7.56391
chr19,40256867,40257109,chr19:40762775-40763016,71.6818,0.628674,0.323176,0.5595027569307565,OV2295,AKT2,242,242,5,2.17355,10.4421,62.062
chr19,40282516,40282666,chr19:40788424-40788573,20.02,0.350866,0.206745,0.2816947569307565,OV2295,AKT2,150,150,5,1.88667,4.46,31.46
chr17,31147562,31147664,chr17:29474581-29474682,50.0196,-2.11006,0.828779,-2.1792312430692435,OV2295,NF1,102,102,5,297.667,532.225,640.539
chr17,31155932,31156174,chr17:29482951-29483192,38.3926,-1.49439,0.918349,-1.5635612430692436,OV2295,NF1,242,242,5,80.0661,174.165,271.231
chr17,31158959,31159111,chr17:29485978-29486129,13.7961,-2.52215,0.884601,-2.5913212430692436,OV2295,NF1,152,152,5,52.7566,124.039,183.901
chr17,31163158,31163400,chr17:29490177-29490418,35.4876,-0.863842,0.822042,-0.9330132430692436,OV2295,NF1,242,242,5,56.9959,92.3306,139.719
chr17,31169880,31170007,chr17:29496899-29497025,33.6693,-1.45423,0.856879,-1.5234012430692434,OV2295,NF1,127,127,5,96.7717,133.378,166.843
chr17,31181393,31181515,chr17:29508412-29508533,113.418,-0.741843,0.794034,-0.8110142430692435,OV2295,NF1,122,122,5,151.18,335.475,478.926
chr17,31181685,31181807,chr17:29508704-29508825,142.525,0.0766996,0.852319,0.0075283569307565,OV2295,NF1,122,122,5,126.533,245.713,373.377
chr17,31182464,31182706,chr17:29509483-29509724,44.2397,-1.329,0.924618,-1.3981712430692437,OV2295,NF1,242,242,5,103.926,220.446,238.074
chr17,31200386,31200628,chr17:29527405-29527646,69.1281,-1.09932,0.924076,-1.1684912430692436,OV2295,NF1,242,242,5,152.979,271.438,328.351
chr17,31200945,31201217,chr17:29527964-29528235,64.5331,-1.73195,0.923372,-1.8011212430692436,OV2295,NF1,272,272,5,260.254,384.257,432.504
chr17,31201385,31201507,chr17:29528404-29528525,31.5,0.169504,0.884624,0.1003327569307565,OV2295,NF1,122,122,5,30.5164,53.2295,70.2131
chr17,31206183,31206425,chr17:29533202-29533443,37.6033,-1.63831,0.914881,-1.7074812430692434,OV2295,NF1,242,242,5,157.277,230.533,248.099
chr17,31214395,31214637,chr17:29541414-29541655,188.959,-0.399573,0.769884,-0.4687442430692435,OV2295,NF1,242,242,5,195.921,445.198,650.0
chr17,31218994,31219133,chr17:29546013-29546151,75.5971,-0.947891,0.492993,-1.0170622430692435,OV2295,NF1,139,139,5,57.0288,112.849,172.612
chr17,31223353,31223625,chr17:29550372-29550643,67.5294,-0.793588,0.90232,-0.8627592430692435,OV2295,NF1,272,272,5,73.8897,205.577,291.897
chr17,31225050,31225292,chr17:29552069-29552310,24.6033,-1.4353,0.854947,-1.5044712430692435,OV2295,NF1,242,242,5,64.8926,140.715,154.397
chr17,31226377,31226739,chr17:29553396-29553757,30.3177,-0.507173,0.94787,-0.5763442430692435,OV2295,NF1,362,362,5,25.4972,29.3619,71.1989
chr17,31227472,31227624,chr17:29554491-29554642,210.5,-1.03537,0.393903,-1.1045412430692434,OV2295,NF1,152,152,5,523.553,1073.38,1525.51
chr17,31228972,31229228,chr17:29555991-29556502,40.1367,-0.757007,0.858855,-0.8261782430692435,OV2295,NF1,256,256,5,49.9688,76.0273,99.5
chr17,31229228,31229484,chr17:29555991-29556502,87.6328,-1.2721,0.926597,-1.3412712430692435,OV2295,NF1,256,256,5,242.711,392.914,459.918
chr17,31229752,31230024,chr17:29556771-29557042,33.2831,-2.17759,0.930144,-2.246761243069243,OV2295,NF1,272,272,5,185.717,300.026,338.89
chr17,31230198,31230440,chr17:29557217-29557458,115.293,-1.15114,0.927819,-1.2203112430692435,OV2295,NF1,242,242,5,218.868,399.174,579.876
chr17,31230821,31230943,chr17:29557840-29557961,348.885,-1.11,0.890625,-1.1791712430692436,OV2295,NF1,122,122,5,768.557,1578.57,1985.34
chr17,31232062,31232250,chr17:29559081-29559268,50.0372,-0.854391,0.860527,-0.9235622430692436,OV2295,NF1,188,188,5,136.559,167.782,206.84
chr17,31232668,31232910,chr17:29559687-29559928,44.4215,-0.38839,0.57082,-0.4575612430692435,OV2295,NF1,242,242,5,63.6694,69.1364,158.802
chr17,31232985,31233227,chr17:29560004-29560245,53.157,-1.34469,0.784093,-1.4138612430692434,OV2295,NF1,242,242,5,155.227,217.169,245.959
chr17,31235569,31235811,chr17:29562588-29562829,43.8306,-1.61275,0.914721,-1.6819212430692434,OV2295,NF1,242,242,5,157.368,251.876,264.14
chr17,31235907,31236031,chr17:29562926-29563049,47.6935,-1.5458,0.848299,-1.6149712430692436,OV2295,NF1,124,124,5,158.121,251.202,355.718
chr17,31248929,31249171,chr17:29575948-29576189,41.2438,-0.917557,0.885204,-0.9867282430692434,OV2295,NF1,242,242,5,69.876,146.128,156.554
chr17,31249916,31250018,chr17:29576935-29577036,68.1471,-0.195505,0.71452,-0.2646762430692435,OV2295,NF1,102,102,5,79.4314,148.49,199.961
chr17,31252906,31253028,chr17:29579925-29580046,23.1803,-1.16566,0.765978,-1.2348312430692434,OV2295,NF1,122,122,5,43.0082,89.6803,135.623
chr17,31258300,31258542,chr17:29585319-29585560,77.8554,-0.811156,0.852688,-0.8803272430692435,OV2295,NF1,242,242,5,167.636,286.988,356.826
chr17,31259018,31259140,chr17:29586037-29586158,56.5246,-0.568519,0.915038,-0.6376902430692435,OV2295,NF1,122,122,5,83.7377,165.795,207.164
chr17,31260319,31260561,chr17:29587338-29587579,69.4711,-1.06189,0.831101,-1.1310612430692435,OV2295,NF1,242,242,5,148.616,299.942,372.831
chr17,31261661,31261903,chr17:29588680-29588921,60.4545,-1.10328,0.857283,-1.1724512430692435,OV2295,NF1,242,242,5,190.021,242.31,322.103
chr17,31265218,31265349,chr17:29592237-29592367,94.9084,-0.946683,0.791654,-1.0158542430692434,OV2295,NF1,131,131,5,179.947,313.992,528.069
chr17,31294947,31295235,chr17:29621966-29623407,37.9618,-1.48344,0.821029,-1.5526112430692436,OV2295,NF1,288,288,5,129.615,188.194,243.392
chr17,31295235,31295523,chr17:29621966-29623407,37.8264,-1.99282,0.800615,-2.061991243069244,OV2295,NF1,288,288,5,204.576,299.396,312.427
chr17,31295523,31295812,chr17:29621966-29623407,33.1522,-2.65605,0.943214,-2.7252212430692433,OV2295,NF1,289,289,5,224.332,432.692,515.498
chr17,31295812,31296100,chr17:29621966-29623407,23.7674,-1.58453,0.853682,-1.6537012430692437,OV2295,NF1,288,288,5,62.1806,133.323,154.149
chr17,31296100,31296389,chr17:29621966-29623407,47.0554,-0.765207,0.938449,-0.8343782430692435,OV2295,NF1,289,289,5,91.045,173.263,183.927
chr17,31304213,31304501,chr17:29631232-29632673,32.4132,-1.47734,0.916652,-1.5465112430692436,OV2295,NF1,288,288,5,124.743,171.812,194.816
chr17,31304501,31304789,chr17:29631232-29632673,23.5347,-2.19307,0.889666,-2.2622412430692433,OV2295,NF1,288,288,5,146.944,220.306,280.847
chr17,31304789,31305078,chr17:29631232-29632673,31.0415,-1.878,0.914128,-1.9471712430692432,OV2295,NF1,289,289,5,126.592,216.028,279.522
chr17,31305078,31305366,chr17:29631232-29632673,80.9896,-1.14064,0.600087,-1.2098112430692436,OV2295,NF1,288,288,5,224.062,324.983,508.771
chr17,31305366,31305655,chr17:29631232-29632673,63.4775,-1.28297,0.843141,-1.3521412430692434,OV2295,NF1,289,289,5,206.965,314.654,324.356
chr17,31318240,31318520,chr17:29645259-29646100,45.8643,-0.801354,0.942697,-0.8705252430692435,OV2295,NF1,280,280,5,83.3071,119.311,151.975
chr17,31318520,31318801,chr17:29645259-29646100,63.6655,-0.736699,0.908306,-0.8058702430692435,OV2295,NF1,281,281,5,94.4021,234.52,262.37
chr17,31318801,31319082,chr17:29645259-29646100,62.4128,-0.981145,0.836205,-1.0503162430692434,OV2295,NF1,281,281,5,121.068,290.886,333.235
chr17,31320350,31320489,chr17:29647369-29647507,17.8345,-1.38964,0.806112,-1.4588112430692437,OV2295,NF1,139,139,5,53.1295,80.1007,110.432
chr17,31325793,31326034,chr17:29652812-29653293,34.3278,-0.853889,0.748163,-0.9230602430692436,OV2295,NF1,241,241,5,83.8755,97.6722,137.51
chr17,31326034,31326275,chr17:29652812-29653293,17.0747,-1.45807,0.75806,-1.5272412430692437,OV2295,NF1,241,241,5,18.3402,47.3402,97.1701
chr17,31327486,31327849,chr17:29654505-29654867,42.8154,-0.466651,0.910541,-0.5358222430692434,OV2295,NF1,363,363,5,40.7769,52.4545,79.0
chr17,31330274,31330516,chr17:29657293-29657534,44.7231,-0.568353,0.93391,-0.6375242430692435,OV2295,NF1,242,242,5,72.3182,126.86,143.132
chr17,31334812,31335054,chr17:29661831-29662072,38.4132,-1.39857,0.886964,-1.4677412430692436,OV2295,NF1,242,242,5,120.045,160.628,245.355
chr17,31336288,31336522,chr17:29663307-29663540,30.7778,-1.5642,0.913882,-1.6333712430692435,OV2295,NF1,234,234,5,91.5385,153.705,202.175
