cell_line,histotype_code,patient_id,rna_passage,wes_passage,tmt_plex,gene,rna_gene_ids,rna_tpm,rna_log2_tpm_plus1,rna_rank_all_models_desc,rna_n_measured_models,rna_rank_within_histotype_desc,rna_n_measured_within_histotype,rna_histotype_patient_median_log2_tpm_plus1,rna_histotype_measured_patients,rna_log2_tpm_plus1_delta_histotype_patient_median,protein_row,protein_uniprot,protein_isodoping,protein_unique_peptides,protein_log2_normalised,protein_rank_all_models_desc,protein_n_measured_models,interpretation
OV1369-R2,HGS,1369,p69,P66,1.0,CCNE1,ENSG00000105173,20.889146,4.452143764088775,23.0,31,13.0,15,5.363526958361573,12.0,-0.9113831942727977,CCNE1,P24864,True,5,12.5268281602376,29.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV1369,HGS,1369,p65,P65,2.0,FOLR1,ENSG00000110195,42.06002,5.4282770844782995,14.0,31,7.0,15,5.088676143550565,12.0,0.33960094092773474,FOLR1,P15328,False,12,11.93658267870012,13.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2295-R,HGS,2295,NA,P57,NA,FOLR1,ENSG00000110195,NA,NA,NA,31,NA,15,5.088676143550565,12.0,NA,FOLR1,P15328,False,12,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2835EP,HGS,TOV2835EP,NA,P64,NA,FOLR1,ENSG00000110195,NA,NA,NA,31,NA,15,5.088676143550565,12.0,NA,FOLR1,P15328,False,12,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2881EP,HGS,TOV2881EP,NA,P64,NA,FOLR1,ENSG00000110195,NA,NA,NA,31,NA,15,5.088676143550565,12.0,NA,FOLR1,P15328,False,12,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2929D,HGS,TOV2929D,NA,P57,NA,FOLR1,ENSG00000110195,NA,NA,NA,31,NA,15,5.088676143550565,12.0,NA,FOLR1,P15328,False,12,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3041G,HGS,TOV3041G,p67,NA,3.0,FOLR1,ENSG00000110195,47.147105,5.589377148870807,13.0,31,6.0,15,5.088676143550565,12.0,0.5007010053202423,FOLR1,P15328,False,12,12.22919311636462,10.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3121D,HGS,3121,NA,P68,NA,FOLR1,ENSG00000110195,NA,NA,NA,31,NA,15,5.088676143550565,12.0,NA,FOLR1,P15328,False,12,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3121EP,HGS,3121,NA,P68,NA,FOLR1,ENSG00000110195,NA,NA,NA,31,NA,15,5.088676143550565,12.0,NA,FOLR1,P15328,False,12,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3133D,HGS,3133,NA,P66,NA,FOLR1,ENSG00000110195,NA,NA,NA,31,NA,15,5.088676143550565,12.0,NA,FOLR1,P15328,False,12,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3133G,HGS,3133,p61,P65,4.0,FOLR1,ENSG00000110195,712.6388,9.479050245399895,1.0,31,1.0,15,5.088676143550565,12.0,4.39037410184933,FOLR1,P15328,False,12,11.58875550024574,16.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3291G,HGS,3291,p62,NA,2.0,FOLR1,ENSG00000110195,2.67916,1.8793764178676295,24.0,31,12.0,15,5.088676143550565,12.0,-3.209299725682935,FOLR1,P15328,False,12,11.58922940087884,15.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3331,HGS,OV3331,p71,P54,4.0,FOLR1,ENSG00000110195,21.457442,4.489121702764626,19.0,31,11.0,15,5.088676143550565,12.0,-0.5995544407859388,FOLR1,P15328,False,12,11.41398243099778,21.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV90,HGS,OV90,p70,P63,5.0,FOLR1,ENSG00000110195,34.6031126,5.153931469120785,15.0,31,8.0,15,5.088676143550565,12.0,0.06525532557022018,FOLR1,P15328,False,12,11.37273900267357,22.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV81D,LGS,TOV81D,NA,P23,NA,FOLR1,ENSG00000110195,NA,NA,NA,31,NA,0,NA,0.0,NA,FOLR1,P15328,False,12,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV21G,CC,TOV21G,p63,P59,5.0,FOLR1,ENSG00000110195,78.37843999999998,6.310675304663016,10.0,31,3.0,7,6.273626250905546,7.0,0.03704905375747014,FOLR1,P15328,False,12,11.90210626160201,14.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3392D,CC,TOV3392D,p69,P69,1.0,FOLR1,ENSG00000110195,204.992456,7.686447692762436,4.0,31,1.0,7,6.273626250905546,7.0,1.4128214418568898,FOLR1,P15328,False,12,12.78395328161519,6.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA10816,CC,VOA10816,p20,NA,1.0,FOLR1,ENSG00000110195,48.50294,5.6294423048768785,12.0,31,5.0,7,6.273626250905546,7.0,-0.6441839460286678,FOLR1,P15328,False,12,11.94621200680996,12.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA12539,CC,VOA12539,p41,NA,2.0,FOLR1,ENSG00000110195,16.98583,4.168788832578848,20.0,31,6.0,7,6.273626250905546,7.0,-2.1048374183266985,FOLR1,P15328,False,12,11.24620289839869,23.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA14993,CC,VOA14993,NA,NA,3.0,FOLR1,ENSG00000110195,NA,NA,NA,31,NA,7,6.273626250905546,7.0,NA,FOLR1,P15328,False,12,13.59713724823837,1.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA295,CC,VOA295,p31,NA,2.0,FOLR1,ENSG00000110195,119.27339,6.910173677163581,9.0,31,2.0,7,6.273626250905546,7.0,0.6365474262580344,FOLR1,P15328,False,12,12.34815463655884,9.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA4841,CC,VOA4841,p43,NA,3.0,FOLR1,ENSG00000110195,76.36591800000001,6.273626250905546,11.0,31,4.0,7,6.273626250905546,7.0,0.0,FOLR1,P15328,False,12,12.0202044056346,11.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA6861,CC,VOA6861,p17,NA,NA,FOLR1,ENSG00000110195,15.430483,4.038302986098208,22.0,31,7.0,7,6.273626250905546,7.0,-2.235323264807338,FOLR1,P15328,False,12,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV112D,EC,TOV112D,p63,P83,4.0,FOLR1,ENSG00000110195,0.235291,0.3048509404363419,28.0,31,2.0,2,0.5766739473011107,2.0,-0.27182300686476873,FOLR1,P15328,False,12,10.5890099548421,30.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA4395,EC,VOA4395,p39-40,NA,1.0,FOLR1,ENSG00000110195,0.800624,0.8484969541658793,25.0,31,1.0,2,0.5766739473011107,2.0,0.2718230068647687,FOLR1,P15328,False,12,10.71661239917074,29.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2414,MC,TOV2414,p69,P65,5.0,FOLR1,ENSG00000110195,16.574804999999998,4.135436776953669,21.0,31,3.0,3,7.400179260525492,3.0,-3.2647424835718235,FOLR1,P15328,False,12,11.49752646351765,18.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA8762,MC,VOA8762,p27,NA,4.0,FOLR1,ENSG00000110195,167.918,7.400179260525492,7.0,31,2.0,3,7.400179260525492,3.0,0.0,FOLR1,P15328,False,12,13.08701512199516,5.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA8771,MC,VOA8771,p28,NA,5.0,FOLR1,ENSG00000110195,185.337832,7.54177680285054,6.0,31,1.0,3,7.400179260525492,3.0,0.14159754232504795,FOLR1,P15328,False,12,13.39543017464236,2.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA5217,MMMT,VOA5217,p36,NA,4.0,FOLR1,ENSG00000110195,9.828783,3.436799208699513,23.0,31,2.0,2,3.9799109989407464,2.0,-0.5431117902412335,FOLR1,P15328,False,12,11.07001641804832,26.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA5436,MMMT,VOA5436,p35,NA,5.0,FOLR1,ENSG00000110195,21.991406,4.523022789181979,18.0,31,1.0,2,3.9799109989407464,2.0,0.543111790241233,FOLR1,P15328,False,12,11.48290872777383,19.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
BIN67,SCCOHT,BIN67,p51,NA,3.0,FOLR1,ENSG00000110195,0.396289,0.4815975774468618,26.0,31,1.0,2,0.2407987887234309,2.0,0.2407987887234309,FOLR1,P15328,False,12,10.93357168306485,27.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
COV434,SCCOHT,COV434,p46,NA,1.0,FOLR1,ENSG00000110195,0.0,0.0,31.0,31,2.0,2,0.2407987887234309,2.0,-0.2407987887234309,FOLR1,P15328,False,12,10.46720073664685,31.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV1369-R2,HGS,1369,p69,P66,1.0,ESR1,ENSG00000091831,0.243754,0.3147011654720726,15.0,31,12.0,15,1.5517795306602449,12.0,-1.2370783651881723,ESR1,P03372,True,3,12.19367488806139,26.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV1946,HGS,OV1946,p64,NA,5.0,ESR1,ENSG00000091831,0.03240664,0.04601132537468891,24.0,31,14.0,15,1.5517795306602449,12.0,-1.5057682052855559,ESR1,P03372,True,3,12.68327623008895,6.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2085,HGS,OV2085,p68,P64,2.0,ESR1,ENSG00000091831,4.0358766,2.3322429314387305,7.0,31,6.0,15,1.5517795306602449,12.0,0.7804634007784856,ESR1,P03372,True,3,12.35991396559004,23.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2295,HGS,2295,p64,P61,5.0,ESR1,ENSG00000091831,18.6955463,4.299797528765963,1.0,31,1.0,15,1.5517795306602449,12.0,2.7480179981057185,ESR1,P03372,True,3,12.66163440556081,7.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2295-R2,HGS,2295,p67,P70,3.0,ESR1,ENSG00000091831,4.4145111,2.436831076439629,6.0,31,5.0,15,1.5517795306602449,12.0,0.8850515457793842,ESR1,P03372,True,3,12.75567894959922,4.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3133-R,HGS,3133,p64,P71,1.0,ESR1,ENSG00000091831,4.6443148,2.4967984535152103,5.0,31,4.0,15,1.5517795306602449,12.0,0.9450189228549655,ESR1,P03372,True,3,12.04472293936916,29.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3133-R2,HGS,3133,NA,P58,NA,ESR1,ENSG00000091831,NA,NA,NA,31,NA,15,1.5517795306602449,12.0,NA,ESR1,P03372,True,3,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3291,HGS,3291,NA,P46,NA,ESR1,ENSG00000091831,NA,NA,NA,31,NA,15,1.5517795306602449,12.0,NA,ESR1,P03372,True,3,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV4453,HGS,OV4453,p60,NA,4.0,ESR1,ENSG00000091831,0.8140433,0.8592088924429082,12.0,31,11.0,15,1.5517795306602449,12.0,-0.6925706382173367,ESR1,P03372,True,3,12.70562755595061,5.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV4485,HGS,OV4485,p60,NA,2.0,ESR1,ENSG00000091831,12.074382000000002,3.7086708496496996,2.0,31,2.0,15,1.5517795306602449,12.0,2.1568913189894547,ESR1,P03372,True,3,12.37919038414435,21.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV866-2,HGS,OV866-2,p67,NA,1.0,ESR1,ENSG00000091831,0.0098135800665825,0.014088984128686878,27.0,31,15.0,15,1.5517795306602449,12.0,-1.537690546531558,ESR1,P03372,True,3,12.59367075144227,11.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV1369,HGS,1369,p65,P65,2.0,ESR1,ENSG00000091831,3.7730187,2.254901988672626,8.0,31,7.0,15,1.5517795306602449,12.0,0.7031224580123809,ESR1,P03372,True,3,12.32669825452865,25.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2295-R,HGS,2295,NA,P57,NA,ESR1,ENSG00000091831,NA,NA,NA,31,NA,15,1.5517795306602449,12.0,NA,ESR1,P03372,True,3,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2835EP,HGS,TOV2835EP,NA,P64,NA,ESR1,ENSG00000091831,NA,NA,NA,31,NA,15,1.5517795306602449,12.0,NA,ESR1,P03372,True,3,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2881EP,HGS,TOV2881EP,NA,P64,NA,ESR1,ENSG00000091831,NA,NA,NA,31,NA,15,1.5517795306602449,12.0,NA,ESR1,P03372,True,3,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2929D,HGS,TOV2929D,NA,P57,NA,ESR1,ENSG00000091831,NA,NA,NA,31,NA,15,1.5517795306602449,12.0,NA,ESR1,P03372,True,3,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3041G,HGS,TOV3041G,p67,NA,3.0,ESR1,ENSG00000091831,3.6721986,2.224101599805587,9.0,31,8.0,15,1.5517795306602449,12.0,0.6723220691453422,ESR1,P03372,True,3,12.63230967955755,9.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3121D,HGS,3121,NA,P68,NA,ESR1,ENSG00000091831,NA,NA,NA,31,NA,15,1.5517795306602449,12.0,NA,ESR1,P03372,True,3,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3121EP,HGS,3121,NA,P68,NA,ESR1,ENSG00000091831,NA,NA,NA,31,NA,15,1.5517795306602449,12.0,NA,ESR1,P03372,True,3,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3133D,HGS,3133,NA,P66,NA,ESR1,ENSG00000091831,NA,NA,NA,31,NA,15,1.5517795306602449,12.0,NA,ESR1,P03372,True,3,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3133G,HGS,3133,p61,P65,4.0,ESR1,ENSG00000091831,10.9481257,3.578712415570758,3.0,31,3.0,15,1.5517795306602449,12.0,2.0269328849105133,ESR1,P03372,True,3,12.50668819114903,15.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3291G,HGS,3291,p62,NA,2.0,ESR1,ENSG00000091831,1.25780309,1.1749196696946442,11.0,31,10.0,15,1.5517795306602449,12.0,-0.37685986096560065,ESR1,P03372,True,3,12.46813130700037,18.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3331,HGS,OV3331,p71,P54,4.0,ESR1,ENSG00000091831,2.52777239554452,1.8187574842481407,10.0,31,9.0,15,1.5517795306602449,12.0,0.2669779535878958,ESR1,P03372,True,3,12.42604307223452,19.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV90,HGS,OV90,p70,P63,5.0,ESR1,ENSG00000091831,0.0663809,0.09272284559011144,20.0,31,13.0,15,1.5517795306602449,12.0,-1.4590566850701334,ESR1,P03372,True,3,12.62679947644132,10.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV81D,LGS,TOV81D,NA,P23,NA,ESR1,ENSG00000091831,NA,NA,NA,31,NA,0,NA,0.0,NA,ESR1,P03372,True,3,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV21G,CC,TOV21G,p63,P59,5.0,ESR1,ENSG00000091831,0.0328898799999999,0.0466864516410922,23.0,31,5.0,7,0.1112888371843288,7.0,-0.0646023855432366,ESR1,P03372,True,3,12.88792681889953,2.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3392D,CC,TOV3392D,p69,P69,1.0,ESR1,ENSG00000091831,0.0,0.0,29.0,31,7.0,7,0.1112888371843288,7.0,-0.1112888371843288,ESR1,P03372,True,3,12.34927792777461,24.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA10816,CC,VOA10816,p20,NA,1.0,ESR1,ENSG00000091831,0.0801928,0.1112888371843288,19.0,31,4.0,7,0.1112888371843288,7.0,0.0,ESR1,P03372,True,3,11.92387632255777,30.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA12539,CC,VOA12539,p41,NA,2.0,ESR1,ENSG00000091831,0.02139992,0.03054785116550427,25.0,31,6.0,7,0.1112888371843288,7.0,-0.08074098601882454,ESR1,P03372,True,3,12.10649087271829,28.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA14993,CC,VOA14993,NA,NA,3.0,ESR1,ENSG00000091831,NA,NA,NA,31,NA,7,0.1112888371843288,7.0,NA,ESR1,P03372,True,3,12.51004856917754,13.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA295,CC,VOA295,p31,NA,2.0,ESR1,ENSG00000091831,0.1336622,0.1809908210694878,18.0,31,3.0,7,0.1112888371843288,7.0,0.069701983885159,ESR1,P03372,True,3,12.18945440557265,27.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA4841,CC,VOA4841,p43,NA,3.0,ESR1,ENSG00000091831,0.4854834999999999,0.5709325805349038,13.0,31,2.0,7,0.1112888371843288,7.0,0.459643743350575,ESR1,P03372,True,3,12.3934412467942,20.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA6861,CC,VOA6861,p17,NA,NA,ESR1,ENSG00000091831,6.6462618,2.934754597386222,4.0,31,1.0,7,0.1112888371843288,7.0,2.823465760201893,ESR1,P03372,True,3,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV112D,EC,TOV112D,p63,P83,4.0,ESR1,ENSG00000091831,0.0361007,0.051164227281648815,22.0,31,1.0,2,0.025582113640824408,2.0,0.025582113640824408,ESR1,P03372,True,3,12.50739194447846,14.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA4395,EC,VOA4395,p39-40,NA,1.0,ESR1,ENSG00000091831,0.0,0.0,29.0,31,2.0,2,0.025582113640824408,2.0,-0.025582113640824408,ESR1,P03372,True,3,12.4952180360979,16.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2414,MC,TOV2414,p69,P65,5.0,ESR1,ENSG00000091831,0.0,0.0,29.0,31,3.0,3,0.2864573825796335,3.0,-0.2864573825796335,ESR1,P03372,True,3,12.95599197403834,1.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA8762,MC,VOA8762,p27,NA,4.0,ESR1,ENSG00000091831,0.3839345,0.4687756635227967,14.0,31,1.0,3,0.2864573825796335,3.0,0.1823182809431632,ESR1,P03372,True,3,12.51657779232318,12.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA8771,MC,VOA8771,p28,NA,5.0,ESR1,ENSG00000091831,0.2196417,0.2864573825796335,16.0,31,2.0,3,0.2864573825796335,3.0,0.0,ESR1,P03372,True,3,12.37374103114275,22.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA5217,MMMT,VOA5217,p36,NA,4.0,ESR1,ENSG00000091831,0.00605673,0.008711658803574088,28.0,31,2.0,2,0.039623036650282904,2.0,-0.030911377846708818,ESR1,P03372,True,3,12.7689781060797,3.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA5436,MMMT,VOA5436,p35,NA,5.0,ESR1,ENSG00000091831,0.0501056,0.07053441449699172,21.0,31,1.0,2,0.039623036650282904,2.0,0.03091137784670881,ESR1,P03372,True,3,12.47201502350777,17.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
BIN67,SCCOHT,BIN67,p51,NA,3.0,ESR1,ENSG00000091831,0.0167328,0.023940585032066093,26.0,31,2.0,2,0.12256306005291118,2.0,-0.09862247502084509,ESR1,P03372,True,3,12.64133690208657,8.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
COV434,SCCOHT,COV434,p46,NA,1.0,ESR1,ENSG00000091831,0.1656910999999999,0.22118553507375627,17.0,31,1.0,2,0.12256306005291118,2.0,0.09862247502084509,ESR1,P03372,True,3,11.73537742639042,31.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV1369-R2,HGS,1369,p69,P66,1.0,PGR,ENSG00000082175,0.0,0.0,11.0,31,5.0,15,0.0,12.0,0.0,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV1946,HGS,OV1946,p64,NA,5.0,PGR,ENSG00000082175,0.6451662,0.7182333370328082,2.0,31,2.0,15,0.0,12.0,0.7182333370328082,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2085,HGS,OV2085,p68,P64,2.0,PGR,ENSG00000082175,0.00513281,0.007386139881130633,8.0,31,4.0,15,0.0,12.0,0.007386139881130633,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2295,HGS,2295,p64,P61,5.0,PGR,ENSG00000082175,4.8157879999999995,2.5399746803780157,1.0,31,1.0,15,0.0,12.0,2.5399746803780157,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2295-R2,HGS,2295,p67,P70,3.0,PGR,ENSG00000082175,0.0,0.0,11.0,31,5.0,15,0.0,12.0,0.0,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3133-R,HGS,3133,p64,P71,1.0,PGR,ENSG00000082175,0.0,0.0,11.0,31,5.0,15,0.0,12.0,0.0,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3133-R2,HGS,3133,NA,P58,NA,PGR,ENSG00000082175,NA,NA,NA,31,NA,15,0.0,12.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3291,HGS,3291,NA,P46,NA,PGR,ENSG00000082175,NA,NA,NA,31,NA,15,0.0,12.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
