cell_line,patient_id,histotype_code,rna_tpm,rna_log2_tpm_plus1,protein_log2_normalised,cohort,gene,ranking_direction,rna_preference_percentile,protein_preference_percentile,joint_mean_score,joint_weaker_assay_score,joint_rna25_score,joint_rna75_score,joint_mean_rank,joint_weaker_assay_rank,joint_rna25_rank,joint_rna75_rank,rank_best_across_methods,rank_worst_across_methods,absolute_assay_percentile_gap,both_assays_same_direction,n_ranked,protein_isodoping
OV1946,OV1946,HGS,0.03240664,0.04601132537468891,12.68327623008895,patient_means_of_matched_models,ESR1,higher,0.2692307692307692,0.8076923076923077,0.5384615384615384,0.2692307692307692,0.6730769230769231,0.40384615384615385,12.0,14.0,7.0,16.0,7.0,16.0,0.5384615384615385,False,27.0,True
OV2085,OV2085,HGS,4.0358766,2.3322429314387305,12.35991396559004,patient_means_of_matched_models,ESR1,higher,0.8846153846153846,0.2692307692307692,0.5769230769230769,0.2692307692307692,0.4230769230769231,0.7307692307692307,9.0,14.0,18.0,5.0,5.0,18.0,0.6153846153846154,False,27.0,True
OV3331,OV3331,HGS,2.52777239554452,1.8187574842481407,12.42604307223452,patient_means_of_matched_models,ESR1,higher,0.8076923076923077,0.4230769230769231,0.6153846153846154,0.4230769230769231,0.5192307692307692,0.7115384615384616,6.0,6.0,13.0,7.0,6.0,13.0,0.38461538461538464,False,27.0,True
OV4453,OV4453,HGS,0.8140433,0.8592088924429082,12.70562755595061,patient_means_of_matched_models,ESR1,higher,0.6923076923076923,0.8461538461538461,0.7692307692307692,0.6923076923076923,0.8076923076923077,0.7307692307692307,3.0,3.0,2.0,5.0,2.0,5.0,0.15384615384615385,True,27.0,True
OV4485,OV4485,HGS,12.074382000000002,3.7086708496496996,12.37919038414435,patient_means_of_matched_models,ESR1,higher,1.0,0.34615384615384615,0.6730769230769231,0.34615384615384615,0.5096153846153846,0.8365384615384616,4.0,10.0,15.0,2.0,2.0,15.0,0.6538461538461539,False,27.0,True
OV866-2,OV866-2,HGS,0.0098135800665825,0.014088984128686878,12.59367075144227,patient_means_of_matched_models,ESR1,higher,0.15384615384615385,0.6538461538461539,0.40384615384615385,0.15384615384615385,0.5288461538461539,0.27884615384615385,21.0,18.0,11.0,23.0,11.0,23.0,0.5,False,27.0,True
OV90,OV90,HGS,0.0663809,0.09272284559011144,12.62679947644132,patient_means_of_matched_models,ESR1,higher,0.4230769230769231,0.6923076923076923,0.5576923076923077,0.4230769230769231,0.6249999999999999,0.49038461538461536,10.0,6.0,9.0,13.0,6.0,13.0,0.2692307692307692,False,27.0,True
TOV112D,TOV112D,EC,0.0361007,0.051164227281648815,12.50739194447846,patient_means_of_matched_models,ESR1,higher,0.34615384615384615,0.5769230769230769,0.4615384615384615,0.34615384615384615,0.5192307692307692,0.4038461538461538,18.0,10.0,13.0,19.0,10.0,19.0,0.23076923076923073,False,27.0,True
TOV21G,TOV21G,CC,0.0328898799999999,0.0466864516410922,12.88792681889953,patient_means_of_matched_models,ESR1,higher,0.3076923076923077,0.9615384615384616,0.6346153846153846,0.3076923076923077,0.7980769230769231,0.47115384615384615,5.0,12.0,3.0,14.0,3.0,14.0,0.6538461538461539,False,27.0,True
TOV2414,TOV2414,MC,0.0,0.0,12.95599197403834,patient_means_of_matched_models,ESR1,higher,0.038461538461538464,1.0,0.5192307692307693,0.038461538461538464,0.7596153846153846,0.27884615384615385,13.0,23.0,4.0,23.0,4.0,23.0,0.9615384615384616,False,27.0,True
TOV3041G,TOV3041G,HGS,3.6721986,2.224101599805587,12.63230967955755,patient_means_of_matched_models,ESR1,higher,0.8461538461538461,0.7307692307692307,0.7884615384615384,0.7307692307692307,0.7596153846153846,0.8173076923076923,2.0,2.0,4.0,3.0,2.0,4.0,0.11538461538461542,True,27.0,True
TOV3392D,TOV3392D,CC,0.0,0.0,12.34927792777461,patient_means_of_matched_models,ESR1,higher,0.038461538461538464,0.23076923076923078,0.13461538461538464,0.038461538461538464,0.18269230769230768,0.08653846153846154,27.0,23.0,24.0,27.0,23.0,27.0,0.19230769230769232,False,27.0,True
VOA10816,VOA10816,CC,0.0801928,0.1112888371843288,11.92387632255777,patient_means_of_matched_models,ESR1,higher,0.46153846153846156,0.038461538461538464,0.25,0.038461538461538464,0.14423076923076925,0.3557692307692308,25.0,23.0,25.0,20.0,20.0,25.0,0.42307692307692313,False,27.0,True
VOA12539,VOA12539,CC,0.02139992,0.03054785116550427,12.10649087271829,patient_means_of_matched_models,ESR1,higher,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.11538461538461539,0.1923076923076923,26.0,22.0,27.0,25.0,22.0,27.0,0.15384615384615385,False,27.0,True
VOA295,VOA295,CC,0.1336622,0.1809908210694878,12.18945440557265,patient_means_of_matched_models,ESR1,higher,0.5,0.11538461538461539,0.3076923076923077,0.11538461538461539,0.21153846153846154,0.40384615384615385,22.0,20.0,23.0,16.0,16.0,23.0,0.3846153846153846,False,27.0,True
VOA4395,VOA4395,EC,0.0,0.0,12.4952180360979,patient_means_of_matched_models,ESR1,higher,0.038461538461538464,0.5384615384615384,0.28846153846153844,0.038461538461538464,0.4134615384615385,0.16346153846153846,23.0,23.0,19.0,26.0,19.0,26.0,0.5,False,27.0,True
VOA4841,VOA4841,CC,0.4854834999999999,0.5709325805349038,12.3934412467942,patient_means_of_matched_models,ESR1,higher,0.6538461538461539,0.38461538461538464,0.5192307692307693,0.38461538461538464,0.451923076923077,0.5865384615384616,13.0,8.0,17.0,11.0,8.0,17.0,0.2692307692307692,False,27.0,True
VOA5217,VOA5217,MMMT,0.00605673,0.008711658803574088,12.7689781060797,patient_means_of_matched_models,ESR1,higher,0.11538461538461539,0.9230769230769231,0.5192307692307693,0.11538461538461539,0.7211538461538461,0.3173076923076923,13.0,20.0,6.0,22.0,6.0,22.0,0.8076923076923077,False,27.0,True
VOA5436,VOA5436,MMMT,0.0501056,0.07053441449699172,12.47201502350777,patient_means_of_matched_models,ESR1,higher,0.38461538461538464,0.5,0.4423076923076923,0.38461538461538464,0.47115384615384615,0.4134615384615385,19.0,8.0,16.0,15.0,8.0,19.0,0.11538461538461536,False,27.0,True
VOA8762,VOA8762,MC,0.3839345,0.4687756635227967,12.51657779232318,patient_means_of_matched_models,ESR1,higher,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,6.0,4.0,10.0,9.0,4.0,10.0,0.0,True,27.0,True
VOA8771,VOA8771,MC,0.2196417,0.2864573825796335,12.37374103114275,patient_means_of_matched_models,ESR1,higher,0.5769230769230769,0.3076923076923077,0.4423076923076923,0.3076923076923077,0.375,0.5096153846153846,19.0,12.0,20.0,12.0,12.0,20.0,0.26923076923076916,False,27.0,True
OV1369-R2,1369,HGS,0.243754,0.3147011654720726,12.19367488806139,HGS_selected_representatives,ESR1,higher,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.13636363636363635,0.22727272727272727,12.0,9.0,12.0,11.0,9.0,12.0,0.1818181818181818,False,12.0,True
OV1946,OV1946,HGS,0.03240664,0.04601132537468891,12.68327623008895,HGS_selected_representatives,ESR1,higher,0.09090909090909091,0.9090909090909091,0.5,0.09090909090909091,0.7045454545454545,0.2954545454545454,5.0,9.0,3.0,9.0,3.0,9.0,0.8181818181818181,False,12.0,True
OV2085,OV2085,HGS,4.0358766,2.3322429314387305,12.35991396559004,HGS_selected_representatives,ESR1,higher,0.7272727272727273,0.18181818181818182,0.4545454545454546,0.18181818181818182,0.3181818181818182,0.5909090909090908,6.0,7.0,10.0,5.0,5.0,10.0,0.5454545454545454,False,12.0,True
OV2295,2295,HGS,18.6955463,4.299797528765963,12.66163440556081,HGS_selected_representatives,ESR1,higher,1.0,0.8181818181818182,0.9090909090909092,0.8181818181818182,0.8636363636363636,0.9545454545454546,1.0,1.0,1.0,1.0,1.0,1.0,0.18181818181818177,True,12.0,True
OV3133-R,3133,HGS,4.6443148,2.4967984535152103,12.04472293936916,HGS_selected_representatives,ESR1,higher,0.8181818181818182,0.0,0.4090909090909091,0.0,0.20454545454545456,0.6136363636363636,9.0,11.0,11.0,4.0,4.0,11.0,0.8181818181818182,False,12.0,True
OV4453,OV4453,HGS,0.8140433,0.8592088924429082,12.70562755595061,HGS_selected_representatives,ESR1,higher,0.36363636363636365,1.0,0.6818181818181819,0.36363636363636365,0.8409090909090909,0.5227272727272727,2.0,4.0,2.0,6.0,2.0,6.0,0.6363636363636364,False,12.0,True
OV4485,OV4485,HGS,12.074382000000002,3.7086708496496996,12.37919038414435,HGS_selected_representatives,ESR1,higher,0.9090909090909091,0.2727272727272727,0.5909090909090908,0.2727272727272727,0.43181818181818177,0.75,4.0,6.0,7.0,2.0,2.0,7.0,0.6363636363636364,False,12.0,True
OV866-2,OV866-2,HGS,0.0098135800665825,0.014088984128686878,12.59367075144227,HGS_selected_representatives,ESR1,higher,0.0,0.5454545454545454,0.2727272727272727,0.0,0.40909090909090906,0.13636363636363635,11.0,11.0,8.0,12.0,8.0,12.0,0.5454545454545454,False,12.0,True
TOV3041G,TOV3041G,HGS,3.6721986,2.224101599805587,12.63230967955755,HGS_selected_representatives,ESR1,higher,0.6363636363636364,0.7272727272727273,0.6818181818181819,0.6363636363636364,0.7045454545454545,0.6590909090909092,2.0,2.0,3.0,3.0,2.0,3.0,0.09090909090909094,True,12.0,True
TOV3291G,3291,HGS,1.25780309,1.1749196696946442,12.46813130700037,HGS_selected_representatives,ESR1,higher,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,7.0,3.0,6.0,8.0,3.0,8.0,0.0,False,12.0,True
OV3331,OV3331,HGS,2.52777239554452,1.8187574842481407,12.42604307223452,HGS_selected_representatives,ESR1,higher,0.5454545454545454,0.36363636363636365,0.45454545454545453,0.36363636363636365,0.40909090909090906,0.5,7.0,4.0,8.0,7.0,4.0,8.0,0.18181818181818177,False,12.0,True
OV90,OV90,HGS,0.0663809,0.09272284559011144,12.62679947644132,HGS_selected_representatives,ESR1,higher,0.18181818181818182,0.6363636363636364,0.40909090909090906,0.18181818181818182,0.5227272727272727,0.2954545454545454,10.0,7.0,5.0,9.0,5.0,10.0,0.45454545454545453,False,12.0,True
TOV21G,TOV21G,CC,0.0328898799999999,0.0466864516410922,12.88792681889953,CC_selected_representatives,ESR1,higher,0.4,1.0,0.7,0.4,0.85,0.55,2.0,2.0,2.0,3.0,2.0,3.0,0.6,False,6.0,True
TOV3392D,TOV3392D,CC,0.0,0.0,12.34927792777461,CC_selected_representatives,ESR1,higher,0.0,0.6,0.3,0.0,0.44999999999999996,0.15,4.0,5.0,4.0,6.0,4.0,6.0,0.6,False,6.0,True
VOA10816,VOA10816,CC,0.0801928,0.1112888371843288,11.92387632255777,CC_selected_representatives,ESR1,higher,0.6,0.0,0.3,0.0,0.15,0.44999999999999996,4.0,5.0,6.0,4.0,4.0,6.0,0.6,False,6.0,True
VOA12539,VOA12539,CC,0.02139992,0.03054785116550427,12.10649087271829,CC_selected_representatives,ESR1,higher,0.2,0.2,0.2,0.2,0.2,0.2,6.0,4.0,5.0,5.0,4.0,6.0,0.0,False,6.0,True
VOA295,VOA295,CC,0.1336622,0.1809908210694878,12.18945440557265,CC_selected_representatives,ESR1,higher,0.8,0.4,0.6000000000000001,0.4,0.5,0.7000000000000001,3.0,2.0,3.0,2.0,2.0,3.0,0.4,False,6.0,True
VOA4841,VOA4841,CC,0.4854834999999999,0.5709325805349038,12.3934412467942,CC_selected_representatives,ESR1,higher,1.0,0.8,0.9,0.8,0.8500000000000001,0.95,1.0,1.0,1.0,1.0,1.0,1.0,0.19999999999999996,True,6.0,True
OV1369-R2,1369,HGS,20.474556899999996,4.424556458392302,12.75025173801913,matched_models,MLH1,lower,0.5862068965517241,0.27586206896551724,0.43103448275862066,0.27586206896551724,0.35344827586206895,0.5086206896551724,16.0,19.0,22.0,14.0,14.0,22.0,0.31034482758620685,False,30.0,False
OV1946,OV1946,HGS,12.125413020484,3.7142909160073705,12.65598946388057,matched_models,MLH1,lower,0.8620689655172413,0.5172413793103449,0.6896551724137931,0.5172413793103449,0.603448275862069,0.7758620689655172,7.0,9.0,12.0,6.0,6.0,12.0,0.34482758620689646,True,30.0,False
OV2085,OV2085,HGS,15.551862200000004,4.0489216343107675,12.99647230480487,matched_models,MLH1,lower,0.7586206896551724,0.06896551724137931,0.41379310344827586,0.06896551724137931,0.24137931034482757,0.5862068965517241,19.0,27.0,24.0,13.0,13.0,27.0,0.689655172413793,False,30.0,False
OV2295,2295,HGS,17.965605000000004,4.245313489012421,12.35938323926735,matched_models,MLH1,lower,0.7241379310344828,0.896551724137931,0.8103448275862069,0.7241379310344828,0.853448275862069,0.7672413793103449,4.0,4.0,3.0,7.0,3.0,7.0,0.1724137931034483,True,30.0,False
OV2295-R2,2295,HGS,10.84223700721352,3.5658697277438116,12.74320067167169,matched_models,MLH1,lower,0.9310344827586207,0.3448275862068966,0.6379310344827587,0.3448275862068966,0.4913793103448276,0.7844827586206897,11.0,15.0,16.0,5.0,5.0,16.0,0.5862068965517241,False,30.0,False
OV3133-R,3133,HGS,20.0774100577024,4.397625697798662,12.47846159920714,matched_models,MLH1,lower,0.6206896551724138,0.7931034482758621,0.7068965517241379,0.6206896551724138,0.75,0.6637931034482759,6.0,7.0,6.0,11.0,6.0,11.0,0.1724137931034483,True,30.0,False
OV4453,OV4453,HGS,21.4451032,4.488328824501744,12.42356790792612,matched_models,MLH1,lower,0.5172413793103449,0.8275862068965517,0.6724137931034483,0.5172413793103449,0.75,0.5948275862068966,10.0,9.0,6.0,12.0,6.0,12.0,0.31034482758620685,True,30.0,False
OV4485,OV4485,HGS,13.658380000000005,3.8736537648591045,12.41305366703742,matched_models,MLH1,lower,0.8275862068965517,0.8620689655172413,0.8448275862068966,0.8275862068965517,0.853448275862069,0.8362068965517242,3.0,3.0,3.0,3.0,3.0,3.0,0.03448275862068961,True,30.0,False
OV866-2,OV866-2,HGS,38.14355,5.290702697432201,12.82978757343365,matched_models,MLH1,lower,0.034482758620689655,0.1724137931034483,0.10344827586206898,0.034482758620689655,0.13793103448275862,0.06896551724137931,27.0,28.0,27.0,28.0,27.0,28.0,0.13793103448275862,False,30.0,False
TOV1369,1369,HGS,17.975631999999997,4.246076031546908,12.58571601435337,matched_models,MLH1,lower,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.6896551724137931,7.0,5.0,9.0,9.0,5.0,9.0,0.0,True,30.0,False
TOV3041G,TOV3041G,HGS,22.603916000000005,4.560954324182411,12.66364404853138,matched_models,MLH1,lower,0.3793103448275862,0.4482758620689655,0.41379310344827586,0.3793103448275862,0.43103448275862066,0.396551724137931,19.0,13.0,19.0,20.0,13.0,20.0,0.06896551724137934,False,30.0,False
TOV3133G,3133,HGS,23.648901732389003,4.623451461550001,12.65627733637608,matched_models,MLH1,lower,0.3448275862068966,0.4827586206896552,0.4137931034482759,0.3448275862068966,0.4482758620689655,0.37931034482758624,18.0,15.0,18.0,21.0,15.0,21.0,0.13793103448275862,False,30.0,False
TOV3291G,3291,HGS,33.3335400433026,5.101546712439242,12.61206163817979,matched_models,MLH1,lower,0.13793103448275862,0.6551724137931034,0.39655172413793105,0.13793103448275862,0.5258620689655172,0.2672413793103448,23.0,24.0,13.0,24.0,13.0,24.0,0.5172413793103448,False,30.0,False
OV3331,OV3331,HGS,21.163555,4.4701174008919775,12.74569709152939,matched_models,MLH1,lower,0.5517241379310345,0.3103448275862069,0.43103448275862066,0.3103448275862069,0.3706896551724138,0.49137931034482757,16.0,17.0,21.0,16.0,16.0,21.0,0.24137931034482757,False,30.0,False
OV90,OV90,HGS,10.522388,3.526367839335204,12.25373383585814,matched_models,MLH1,lower,0.9655172413793104,0.9310344827586207,0.9482758620689655,0.9310344827586207,0.9396551724137931,0.9568965517241379,2.0,2.0,2.0,2.0,2.0,2.0,0.034482758620689724,True,30.0,False
TOV21G,TOV21G,CC,1.6853063446420002,1.4250866828791975,12.16376862158856,matched_models,MLH1,lower,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,30.0,False
TOV3392D,TOV3392D,CC,18.3022339,4.270695919062109,12.50031328935385,matched_models,MLH1,lower,0.6551724137931034,0.7241379310344828,0.6896551724137931,0.6551724137931034,0.7068965517241379,0.6724137931034483,7.0,6.0,8.0,10.0,6.0,10.0,0.06896551724137934,True,30.0,False
VOA10816,VOA10816,CC,29.005921,4.907175307424368,12.81978202970712,matched_models,MLH1,lower,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.20689655172413793,25.0,23.0,25.0,25.0,23.0,25.0,0.0,False,30.0,False
VOA12539,VOA12539,CC,21.840071999999996,4.513495293481253,12.7260995320742,matched_models,MLH1,lower,0.4482758620689655,0.3793103448275862,0.41379310344827586,0.3793103448275862,0.396551724137931,0.43103448275862066,19.0,13.0,20.0,17.0,13.0,20.0,0.06896551724137934,False,30.0,False
VOA295,VOA295,CC,34.59856800000001,5.153747302909076,13.24331478485268,matched_models,MLH1,lower,0.06896551724137931,0.0,0.034482758620689655,0.0,0.017241379310344827,0.05172413793103448,29.0,29.0,30.0,29.0,29.0,30.0,0.06896551724137931,False,30.0,False
VOA4841,VOA4841,CC,22.008812,4.524114590576494,12.48034638188608,matched_models,MLH1,lower,0.41379310344827586,0.7586206896551724,0.5862068965517241,0.41379310344827586,0.6724137931034482,0.5,14.0,11.0,11.0,15.0,11.0,15.0,0.3448275862068965,False,30.0,False
TOV112D,TOV112D,EC,39.951994,5.355861794955714,13.07607312742861,matched_models,MLH1,lower,0.0,0.034482758620689655,0.017241379310344827,0.0,0.02586206896551724,0.008620689655172414,30.0,29.0,29.0,30.0,29.0,30.0,0.034482758620689655,False,30.0,False
VOA4395,VOA4395,EC,21.457982,4.489156392644081,12.79175606467655,matched_models,MLH1,lower,0.4827586206896552,0.2413793103448276,0.3620689655172414,0.2413793103448276,0.3017241379310345,0.4224137931034483,24.0,21.0,23.0,18.0,18.0,24.0,0.2413793103448276,False,30.0,False
TOV2414,TOV2414,MC,28.94014500000001,4.904009303266805,12.17277079269001,matched_models,MLH1,lower,0.2413793103448276,0.9655172413793104,0.603448275862069,0.2413793103448276,0.7844827586206896,0.4224137931034483,12.0,21.0,5.0,18.0,5.0,21.0,0.7241379310344828,False,30.0,False
VOA8762,VOA8762,MC,26.0545013,4.757796743021701,12.65297672221823,matched_models,MLH1,lower,0.27586206896551724,0.5517241379310345,0.41379310344827586,0.27586206896551724,0.48275862068965514,0.3448275862068966,19.0,19.0,17.0,23.0,17.0,23.0,0.27586206896551724,False,30.0,False
VOA8771,VOA8771,MC,24.235116251,4.65736082762455,12.65041977449152,matched_models,MLH1,lower,0.3103448275862069,0.5862068965517241,0.4482758620689655,0.3103448275862069,0.5172413793103448,0.3793103448275862,15.0,17.0,14.0,22.0,14.0,22.0,0.2758620689655172,False,30.0,False
VOA5217,VOA5217,MMMT,12.064075,3.7075330733412395,12.6387617064251,matched_models,MLH1,lower,0.896551724137931,0.6206896551724138,0.7586206896551724,0.6206896551724138,0.6896551724137931,0.8275862068965517,5.0,7.0,9.0,4.0,4.0,9.0,0.27586206896551724,True,30.0,False
VOA5436,VOA5436,MMMT,14.6692575,3.969864913086668,12.66584540451288,matched_models,MLH1,lower,0.7931034482758621,0.41379310344827586,0.603448275862069,0.41379310344827586,0.5086206896551724,0.6982758620689655,12.0,11.0,15.0,8.0,8.0,15.0,0.37931034482758624,False,30.0,False
BIN67,BIN67,SCCOHT,30.215433,4.964187572939337,12.85098068700825,matched_models,MLH1,lower,0.1724137931034483,0.13793103448275862,0.15517241379310345,0.13793103448275862,0.14655172413793105,0.16379310344827586,26.0,24.0,26.0,26.0,24.0,26.0,0.03448275862068967,False,30.0,False
COV434,COV434,SCCOHT,34.43571549999999,5.147132274384952,12.8845865409711,matched_models,MLH1,lower,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.10344827586206896,28.0,26.0,28.0,27.0,26.0,28.0,0.0,False,30.0,False
OV1369-R2,1369,HGS,20.474556899999996,4.424556458392302,12.75025173801913,selected_patient_representatives,MLH1,lower,0.6153846153846154,0.3076923076923077,0.46153846153846156,0.3076923076923077,0.38461538461538464,0.5384615384615385,13.0,16.0,19.0,12.0,12.0,19.0,0.3076923076923077,False,27.0,False
OV1946,OV1946,HGS,12.125413020484,3.7142909160073705,12.65598946388057,selected_patient_representatives,MLH1,lower,0.8846153846153846,0.5,0.6923076923076923,0.5,0.5961538461538461,0.7884615384615384,7.0,9.0,11.0,5.0,5.0,11.0,0.3846153846153846,True,27.0,False
OV2085,OV2085,HGS,15.551862200000004,4.0489216343107675,12.99647230480487,selected_patient_representatives,MLH1,lower,0.7692307692307693,0.07692307692307693,0.42307692307692313,0.07692307692307693,0.25,0.5961538461538463,16.0,24.0,21.0,11.0,11.0,24.0,0.6923076923076923,False,27.0,False
OV2295,2295,HGS,17.965605000000004,4.245313489012421,12.35938323926735,selected_patient_representatives,MLH1,lower,0.7307692307692307,0.8846153846153846,0.8076923076923077,0.7307692307692307,0.8461538461538461,0.7692307692307692,4.0,4.0,3.0,6.0,3.0,6.0,0.15384615384615385,True,27.0,False
OV3133-R,3133,HGS,20.0774100577024,4.397625697798662,12.47846159920714,selected_patient_representatives,MLH1,lower,0.6538461538461539,0.7692307692307693,0.7115384615384616,0.6538461538461539,0.7403846153846154,0.6826923076923077,6.0,6.0,6.0,9.0,6.0,9.0,0.11538461538461542,True,27.0,False
